,RandomState,VOC,RMSE,MAE,R2
0,FALSE,71.049,0.08144868,0.061145318,0.143925712
1,TRUE,71.049,0.174351068,0.139088199,-0.093202024
2,FALSE,71.049,0.083330948,0.061580317,0.165213731
3,TRUE,71.049,0.170852721,0.135535979,-0.088318858
4,FALSE,71.049,0.082622799,0.061203109,0.153253267
5,TRUE,71.049,0.169432772,0.135487108,-0.097646944
6,FALSE,71.049,0.08381838,0.061401151,0.164769582
7,TRUE,71.049,0.169774935,0.135221387,-0.098547182
8,FALSE,71.049,0.083400907,0.061462168,0.149614769
9,TRUE,71.049,0.170416805,0.135082017,-0.078857117
10,FALSE,71.049,0.082881009,0.060544392,0.171500424
11,TRUE,71.049,0.170548036,0.135905285,-0.102380875
12,FALSE,71.049,0.081104713,0.059410409,0.160233008
13,TRUE,71.049,0.169835204,0.136163099,-0.065029745
14,FALSE,71.049,0.083065633,0.06092325,0.136333418
15,TRUE,71.049,0.172816734,0.138272761,-0.104493261
16,FALSE,71.049,0.084884111,0.061803966,0.164799612
17,TRUE,71.049,0.169165594,0.133667258,-0.069404062
18,FALSE,71.049,0.084009595,0.061684718,0.142068406
19,TRUE,71.049,0.173667863,0.138494732,-0.083482146
20,FALSE,71.049,0.08333275,0.061288971,0.148816072
21,TRUE,71.049,0.172095008,0.136595495,-0.110056307
22,FALSE,71.049,0.08288106,0.061335186,0.161448139
23,TRUE,71.049,0.171426785,0.136225214,-0.074210842
24,FALSE,71.049,0.085339546,0.062081428,0.135275174
25,TRUE,71.049,0.171850736,0.136280699,-0.092343714
26,FALSE,71.049,0.084954387,0.062834224,0.152349751
27,TRUE,71.049,0.17148716,0.136178788,-0.108641577
28,FALSE,71.049,0.082303741,0.060543432,0.149917492
29,TRUE,71.049,0.168751079,0.133496542,-0.080159197
30,FALSE,71.049,0.081800898,0.061082223,0.163571191
31,TRUE,71.049,0.171255376,0.13533984,-0.097278927
32,FALSE,71.049,0.082351268,0.060340445,0.175897768
33,TRUE,71.049,0.169472183,0.134055767,-0.084178987
34,FALSE,71.049,0.083046013,0.061299596,0.163431266
35,TRUE,71.049,0.170646077,0.136036876,-0.091255895
36,FALSE,71.049,0.083724227,0.061572923,0.163641883
37,TRUE,71.049,0.167425699,0.132933813,-0.063971782
38,FALSE,71.049,0.084399838,0.061531233,0.145454363
39,TRUE,71.049,0.167205422,0.132009567,-0.071732029
40,FALSE,71.049,0.082941184,0.061274144,0.134243113
41,TRUE,71.049,0.168068093,0.133514838,-0.093343117
42,FALSE,71.049,0.081738777,0.060859257,0.126675167
43,TRUE,71.049,0.168819615,0.134007135,-0.05750237
44,FALSE,71.049,0.080819926,0.060477992,0.149258471
45,TRUE,71.049,0.16929134,0.134649885,-0.093863035
46,FALSE,71.049,0.083165681,0.062105099,0.130454767
47,TRUE,71.049,0.169004073,0.134987233,-0.092302732
48,FALSE,71.049,0.083865919,0.061305636,0.164527972
49,TRUE,71.049,0.169237969,0.134424895,-0.072391855
50,FALSE,71.049,0.082311081,0.061165189,0.165771203
51,TRUE,71.049,0.165071674,0.131502422,-0.060320038
52,FALSE,71.049,0.083446329,0.061457666,0.173135117
53,TRUE,71.049,0.172836761,0.138736731,-0.093723756
54,FALSE,71.049,0.08346195,0.061243466,0.143952268
55,TRUE,71.049,0.167998621,0.133187571,-0.098685285
56,FALSE,71.049,0.082555705,0.061974131,0.149983983
57,TRUE,71.049,0.173434461,0.138119446,-0.091566652
58,FALSE,71.049,0.084178597,0.061601991,0.137010995
59,TRUE,71.049,0.169242074,0.136504232,-0.056356742
60,FALSE,71.049,0.084668535,0.061273451,0.157501307
61,TRUE,71.049,0.171348992,0.137099663,-0.074592968
62,FALSE,71.049,0.084597847,0.062110294,0.150157141
63,TRUE,71.049,0.169483039,0.134098469,-0.097232273
64,FALSE,71.049,0.083278179,0.06145755,0.131155961
65,TRUE,71.049,0.174646514,0.138826656,-0.085091788
66,FALSE,71.049,0.085850842,0.062701992,0.150264799
67,TRUE,71.049,0.166015464,0.132750125,-0.047527873
68,FALSE,71.049,0.083349895,0.061812131,0.159176053
69,TRUE,71.049,0.16700329,0.13338088,-0.071647577
70,FALSE,71.049,0.084461641,0.061627696,0.132736482
71,TRUE,71.049,0.171248369,0.13629475,-0.08980981
72,FALSE,71.049,0.082859813,0.060984265,0.14103803
73,TRUE,71.049,0.172435005,0.137490132,-0.094845386
74,FALSE,71.049,0.086004735,0.062616881,0.14256131
75,TRUE,71.049,0.171755424,0.136902053,-0.109372992
76,FALSE,71.049,0.082204111,0.060644937,0.177288462
77,TRUE,71.049,0.168661097,0.134313158,-0.091017522
78,FALSE,71.049,0.084832782,0.062409376,0.128539581
79,TRUE,71.049,0.168162122,0.133225996,-0.094648882
80,FALSE,71.049,0.085218806,0.062046439,0.155726343
81,TRUE,71.049,0.173840941,0.139167775,-0.101877426
82,FALSE,71.049,0.084714198,0.061932952,0.147347599
83,TRUE,71.049,0.170747502,0.137188257,-0.091601192
84,FALSE,71.049,0.082236299,0.061159734,0.144016953
85,TRUE,71.049,0.171609093,0.137139976,-0.10282396
86,FALSE,71.049,0.083644491,0.061234244,0.169626895
87,TRUE,71.049,0.173725718,0.13756797,-0.11014975
88,FALSE,71.049,0.082302818,0.06042706,0.174120966
89,TRUE,71.049,0.170859955,0.135832189,-0.103208017
90,FALSE,71.049,0.083472493,0.061904615,0.128259516
91,TRUE,71.049,0.167947522,0.132907811,-0.109695279
92,FALSE,71.049,0.083320672,0.060815396,0.144915334
93,TRUE,71.049,0.172649736,0.137549575,-0.091018779
94,FALSE,71.049,0.083827462,0.061514193,0.141580098
95,TRUE,71.049,0.168404033,0.1337958,-0.100162551
96,FALSE,71.049,0.083470983,0.061945329,0.152670681
97,TRUE,71.049,0.167771526,0.132912821,-0.087902899
98,FALSE,71.049,0.084105934,0.06209812,0.153807392
99,TRUE,71.049,0.167913064,0.133180073,-0.094162711
100,FALSE,71.049,0.085442512,0.062564729,0.164290304
101,TRUE,71.049,0.164656108,0.131046328,-0.062017072
102,FALSE,71.049,0.08401906,0.061810279,0.144535676
103,TRUE,71.049,0.169975316,0.135212743,-0.084774618
104,FALSE,71.049,0.084342174,0.061905665,0.135387814
105,TRUE,71.049,0.169100625,0.134134475,-0.049205915
106,FALSE,71.049,0.081103638,0.059603572,0.171644378
107,TRUE,71.049,0.16919664,0.135810363,-0.085708343
108,FALSE,71.049,0.083003316,0.061039167,0.178825723
109,TRUE,71.049,0.172176277,0.137093163,-0.079058335
110,FALSE,71.049,0.082614511,0.060567823,0.150923407
111,TRUE,71.049,0.165342304,0.131925323,-0.102447661
112,FALSE,71.049,0.085402258,0.062111485,0.138671802
113,TRUE,71.049,0.16789817,0.134053323,-0.08257129
114,FALSE,71.049,0.085152289,0.061705685,0.166510712
115,TRUE,71.049,0.171441839,0.13887162,-0.086414033
116,FALSE,71.049,0.083722146,0.061247162,0.153596364
117,TRUE,71.049,0.168866476,0.134925299,-0.064885616
118,FALSE,71.049,0.082774245,0.060987476,0.165133762
119,TRUE,71.049,0.168430763,0.134515791,-0.098459954
120,FALSE,71.049,0.08483416,0.062694334,0.154152512
121,TRUE,71.049,0.169881042,0.1351638,-0.075924229
122,FALSE,71.049,0.084415937,0.061337937,0.153202315
123,TRUE,71.049,0.169065761,0.134352327,-0.084579891
124,FALSE,71.049,0.083606635,0.060986384,0.147917965
125,TRUE,71.049,0.167464831,0.133450735,-0.099097677
126,FALSE,71.049,0.082029074,0.060695703,0.15619653
127,TRUE,71.049,0.169824116,0.135923507,-0.080993687
128,FALSE,71.049,0.083061463,0.061008769,0.134184878
129,TRUE,71.049,0.168604751,0.134288769,-0.054776343
130,FALSE,71.049,0.082654702,0.06045653,0.169878207
131,TRUE,71.049,0.170629681,0.136023293,-0.0897973
132,FALSE,71.049,0.083416699,0.061281176,0.155233564
133,TRUE,71.049,0.16688892,0.13285647,-0.101638672
134,FALSE,71.049,0.085116368,0.062766782,0.142868125
135,TRUE,71.049,0.169366017,0.134546478,-0.077268443
136,FALSE,71.049,0.083756062,0.061815462,0.134107789
137,TRUE,71.049,0.168516976,0.133581739,-0.083006945
138,FALSE,71.049,0.081906214,0.061143564,0.138154169
139,TRUE,71.049,0.168379029,0.134318384,-0.068908633
140,FALSE,71.049,0.082944816,0.061693265,0.156800084
141,TRUE,71.049,0.169396345,0.134465671,-0.082067891
142,FALSE,71.049,0.084740147,0.062477339,0.146611123
143,TRUE,71.049,0.170060087,0.135586823,-0.076090186
144,FALSE,71.049,0.083407169,0.061831,0.13142685
145,TRUE,71.049,0.168922269,0.134218378,-0.08970244
146,FALSE,71.049,0.085650985,0.062246728,0.140341922
147,TRUE,71.049,0.168651075,0.134235487,-0.083752026
148,FALSE,71.049,0.084516397,0.062057667,0.159526695
149,TRUE,71.049,0.170286137,0.1352237,-0.094502541
150,FALSE,71.049,0.082523906,0.060714652,0.15793258
151,TRUE,71.049,0.170300315,0.135756879,-0.074593758
152,FALSE,71.049,0.082958676,0.06093279,0.162265704
153,TRUE,71.049,0.170201836,0.134912126,-0.095144368
154,FALSE,71.049,0.085915347,0.062319985,0.146023043
155,TRUE,71.049,0.169760674,0.134679903,-0.105858483
156,FALSE,71.049,0.081128404,0.060128608,0.151604132
157,TRUE,71.049,0.166470686,0.133232735,-0.08676606
158,FALSE,71.049,0.083000926,0.061640727,0.122070399
159,TRUE,71.049,0.168986234,0.133480206,-0.065519395
160,FALSE,71.049,0.08558635,0.062557169,0.160899375
161,TRUE,71.049,0.17195425,0.136064586,-0.096427767
162,FALSE,71.049,0.082771022,0.061035881,0.159675993
