,RandomState,VOC,RMSE,MAE,R2
3600,FALSE,95.085,0.130328345,0.09023687,0.051153202
3601,TRUE,95.085,0.142339256,0.098462111,-0.084835712
3602,FALSE,95.085,0.127444916,0.089697227,0.035146121
3603,TRUE,95.085,0.14078891,0.097901191,-0.092259646
3604,FALSE,95.085,0.128960985,0.090283316,0.039517747
3605,TRUE,95.085,0.1516781,0.106820092,-0.127260371
3606,FALSE,95.085,0.128486141,0.089897489,0.042617317
3607,TRUE,95.085,0.141493393,0.099270429,-0.105133688
3608,FALSE,95.085,0.126365925,0.088594898,0.079470546
3609,TRUE,95.085,0.14849434,0.104810725,-0.118730607
3610,FALSE,95.085,0.127042204,0.088132644,0.048061083
3611,TRUE,95.085,0.135333913,0.09356988,-0.046724088
3612,FALSE,95.085,0.128344736,0.090242515,0.054343048
3613,TRUE,95.085,0.140575376,0.099014464,-0.08713088
3614,FALSE,95.085,0.130902108,0.090344931,0.039649839
3615,TRUE,95.085,0.137882965,0.094959498,-0.113537783
3616,FALSE,95.085,0.127059012,0.088515635,0.061051122
3617,TRUE,95.085,0.137599698,0.096087371,-0.108895413
3618,FALSE,95.085,0.129054351,0.090400831,0.0488387
3619,TRUE,95.085,0.136877721,0.097538937,-0.135592039
3620,FALSE,95.085,0.129015046,0.09059827,0.044265161
3621,TRUE,95.085,0.139708085,0.095355642,-0.081257365
3622,FALSE,95.085,0.135355538,0.092826475,0.030896028
3623,TRUE,95.085,0.136292226,0.096704163,-0.094930522
3624,FALSE,95.085,0.127706686,0.089377354,0.054143034
3625,TRUE,95.085,0.14605966,0.104471911,-0.131505464
3626,FALSE,95.085,0.128878443,0.089997149,0.050652701
3627,TRUE,95.085,0.137262855,0.09641076,-0.141607528
3628,FALSE,95.085,0.131670721,0.0911018,0.031237413
3629,TRUE,95.085,0.138767389,0.096478085,-0.081740842
3630,FALSE,95.085,0.128129902,0.088709129,0.06123419
3631,TRUE,95.085,0.13908977,0.096324182,-0.102580349
3632,FALSE,95.085,0.125713451,0.087607251,0.065595537
3633,TRUE,95.085,0.141856353,0.099153691,-0.115998215
3634,FALSE,95.085,0.128041897,0.088962729,0.050333578
3635,TRUE,95.085,0.134705259,0.092598632,-0.074814417
3636,FALSE,95.085,0.124345107,0.086474342,0.068027702
3637,TRUE,95.085,0.133332904,0.091138436,-0.072976406
3638,FALSE,95.085,0.126300577,0.087599051,0.043395164
3639,TRUE,95.085,0.137810476,0.094016354,-0.088774802
3640,FALSE,95.085,0.126987606,0.089179332,0.048577219
3641,TRUE,95.085,0.143913968,0.101619574,-0.113516827
3642,FALSE,95.085,0.127979007,0.08832093,0.054086166
3643,TRUE,95.085,0.132826897,0.09095483,-0.079006332
3644,FALSE,95.085,0.127625096,0.08865049,0.046855836
3645,TRUE,95.085,0.149344888,0.10445051,-0.095630341
3646,FALSE,95.085,0.130144703,0.08962461,0.050986999
3647,TRUE,95.085,0.146807404,0.100738872,-0.088188215
3648,FALSE,95.085,0.127113035,0.088831744,0.065245211
3649,TRUE,95.085,0.146846675,0.104467567,-0.139666856
3650,FALSE,95.085,0.124653945,0.086914275,0.074573124
3651,TRUE,95.085,0.130825019,0.092213688,-0.067544138
3652,FALSE,95.085,0.13007345,0.089546312,0.053963364
3653,TRUE,95.085,0.135277453,0.094318962,-0.111341634
3654,FALSE,95.085,0.127811293,0.088967624,0.048045828
3655,TRUE,95.085,0.138237555,0.099253252,-0.074902989
3656,FALSE,95.085,0.128919986,0.08987046,0.059149806
3657,TRUE,95.085,0.142147553,0.097781423,-0.133478772
3658,FALSE,95.085,0.129556794,0.090124603,0.03549077
3659,TRUE,95.085,0.148579086,0.10416807,-0.118177019
3660,FALSE,95.085,0.126071758,0.088595478,0.044958517
3661,TRUE,95.085,0.142914967,0.101455115,-0.124013298
3662,FALSE,95.085,0.129219259,0.088827605,0.059484393
3663,TRUE,95.085,0.142493567,0.100275274,-0.129363138
3664,FALSE,95.085,0.128272577,0.089845598,0.056069784
3665,TRUE,95.085,0.142067413,0.096709431,-0.112083566
3666,FALSE,95.085,0.126917919,0.089159983,0.063971157
3667,TRUE,95.085,0.147160528,0.104077115,-0.102131406
3668,FALSE,95.085,0.128493137,0.090809336,0.046495343
3669,TRUE,95.085,0.132738299,0.090502237,-0.099407554
3670,FALSE,95.085,0.129428604,0.088989422,0.046904222
3671,TRUE,95.085,0.142178483,0.099152883,-0.121528396
3672,FALSE,95.085,0.127940923,0.088773592,0.056029896
3673,TRUE,95.085,0.144159741,0.099820049,-0.125617367
3674,FALSE,95.085,0.130495191,0.090735259,0.048125933
3675,TRUE,95.085,0.141206067,0.09949232,-0.103221451
3676,FALSE,95.085,0.127282003,0.089553327,0.075752515
3677,TRUE,95.085,0.13808457,0.095233371,-0.115696471
3678,FALSE,95.085,0.130178166,0.090470896,0.042343202
3679,TRUE,95.085,0.140296797,0.099867396,-0.154237014
3680,FALSE,95.085,0.129306759,0.089646341,0.061378481
3681,TRUE,95.085,0.142710499,0.101983164,-0.107014123
3682,FALSE,95.085,0.129233993,0.089972307,0.067329941
3683,TRUE,95.085,0.145658543,0.100936995,-0.107862207
3684,FALSE,95.085,0.125101365,0.088600462,0.045024977
3685,TRUE,95.085,0.144470198,0.102842655,-0.075064971
3686,FALSE,95.085,0.130203475,0.089282722,0.07225073
3687,TRUE,95.085,0.152742795,0.106222411,-0.125560854
3688,FALSE,95.085,0.130900886,0.091395505,0.037039948
3689,TRUE,95.085,0.138375828,0.094948983,-0.081862394
3690,FALSE,95.085,0.125153882,0.088086473,0.052173871
3691,TRUE,95.085,0.146684943,0.10110513,-0.1037299
3692,FALSE,95.085,0.129597235,0.090324123,0.051803999
3693,TRUE,95.085,0.145476465,0.102258419,-0.089411059
3694,FALSE,95.085,0.129455019,0.089000803,0.070506802
3695,TRUE,95.085,0.151043643,0.107436899,-0.119252157
3696,FALSE,95.085,0.130911079,0.09015732,0.073491495
3697,TRUE,95.085,0.139490203,0.096165469,-0.09348567
3698,FALSE,95.085,0.125424392,0.088084431,0.069132384
3699,TRUE,95.085,0.138933712,0.096185268,-0.119251831
3700,FALSE,95.085,0.127335503,0.091119863,0.054532274
3701,TRUE,95.085,0.134626839,0.094384642,-0.080551816
3702,FALSE,95.085,0.127241243,0.088680463,0.064275842
3703,TRUE,95.085,0.142155586,0.097276218,-0.095880905
3704,FALSE,95.085,0.127923035,0.089237752,0.049620417
3705,TRUE,95.085,0.143896844,0.103727748,-0.070673005
3706,FALSE,95.085,0.124894084,0.088618702,0.04662674
3707,TRUE,95.085,0.151792684,0.10888583,-0.163315862
3708,FALSE,95.085,0.128217501,0.090000085,0.039555628
3709,TRUE,95.085,0.14709678,0.102585643,-0.114937161
3710,FALSE,95.085,0.127739864,0.089485095,0.075432612
3711,TRUE,95.085,0.138797638,0.098365902,-0.104706072
3712,FALSE,95.085,0.129999106,0.090183824,0.048953746
3713,TRUE,95.085,0.143021459,0.099088801,-0.061209305
3714,FALSE,95.085,0.129601209,0.090215761,0.047048917
3715,TRUE,95.085,0.138812125,0.0944761,-0.045903992
3716,FALSE,95.085,0.128887252,0.090504098,0.052206385
3717,TRUE,95.085,0.145704652,0.104556395,-0.103694359
3718,FALSE,95.085,0.125841585,0.087754485,0.065849797
3719,TRUE,95.085,0.141248248,0.096484817,-0.073154768
3720,FALSE,95.085,0.128508263,0.089438869,0.0291369
3721,TRUE,95.085,0.14112824,0.098794822,-0.11471866
3722,FALSE,95.085,0.127845742,0.088933252,0.073450049
3723,TRUE,95.085,0.139031619,0.097581383,-0.081654626
3724,FALSE,95.085,0.126670387,0.089116268,0.064079375
3725,TRUE,95.085,0.145110558,0.102678043,-0.092960332
3726,FALSE,95.085,0.127882583,0.089008003,0.061937606
3727,TRUE,95.085,0.147516526,0.10250627,-0.132539999
3728,FALSE,95.085,0.127322943,0.088631265,0.044442278
3729,TRUE,95.085,0.141447158,0.100039619,-0.126373719
3730,FALSE,95.085,0.128796808,0.0895102,0.05690585
3731,TRUE,95.085,0.143693439,0.100118625,-0.106382064
3732,FALSE,95.085,0.128816789,0.089888424,0.026329035
3733,TRUE,95.085,0.14142376,0.099248356,-0.08570831
3734,FALSE,95.085,0.125421615,0.087845186,0.058988547
3735,TRUE,95.085,0.145807231,0.100814586,-0.099027797
3736,FALSE,95.085,0.127454945,0.089180643,0.02574761
3737,TRUE,95.085,0.137314779,0.09752122,-0.093245347
3738,FALSE,95.085,0.128451639,0.088695366,0.058200597
3739,TRUE,95.085,0.142645072,0.0949715,-0.058942247
3740,FALSE,95.085,0.130027289,0.090410154,0.035070847
3741,TRUE,95.085,0.149037181,0.106480578,-0.104697749
3742,FALSE,95.085,0.126989959,0.089444472,0.03901236
3743,TRUE,95.085,0.14031771,0.098224448,-0.095335297
3744,FALSE,95.085,0.131174651,0.090240863,0.050935906
3745,TRUE,95.085,0.139141034,0.094082591,-0.137287703
3746,FALSE,95.085,0.129190028,0.089282388,0.069440304
3747,TRUE,95.085,0.145119181,0.1068799,-0.113713235
3748,FALSE,95.085,0.129579095,0.089265611,0.081777829
3749,TRUE,95.085,0.135629555,0.095110023,-0.098612435
3750,FALSE,95.085,0.127205431,0.088876344,0.071474624
3751,TRUE,95.085,0.143639434,0.102875915,-0.114757981
3752,FALSE,95.085,0.131284669,0.09084326,0.05059636
3753,TRUE,95.085,0.139442744,0.099118521,-0.103626718
3754,FALSE,95.085,0.125480061,0.088154169,0.063463818
3755,TRUE,95.085,0.142156552,0.100101886,-0.136668049
3756,FALSE,95.085,0.128719337,0.089293873,0.044271941
3757,TRUE,95.085,0.140560411,0.099230218,-0.115374928
3758,FALSE,95.085,0.130002933,0.089764944,0.03233038
3759,TRUE,95.085,0.148440063,0.102565922,-0.103074223
3760,FALSE,95.085,0.127651185,0.089114288,0.058398125
3761,TRUE,95.085,0.13584875,0.094241914,-0.061457882
