,0
0,0.030007114907741328
1,0.13116465946408362
2,0.19726726342475653
3,0.31774914424861156
4,0.029937376406283245
5,0.06849051508383319
6,0.1774569390282137
7,0.101210327654222
8,0.06463594467245237
9,0.0652517939334778
10,0.02990963518962486
11,0.023494986080582314
12,0.019692412368910728
13,0.10640607814670666
14,0.23697186873484954
15,0.07787997175063999
16,0.03655972457449086
17,0.5583921523924618
18,0.09156798845139724
19,0.28230723118166556
20,0.01480866354994359
21,0.09465730420853546
22,0.10820101705403262
23,0.15110901780639596
24,0.13816375391998503
25,0.04369868218716566
26,0.057243748752697554
27,0.21976878605323824
28,0.012587982974542888
29,0.031040954364726314
30,0.05130639094013956
31,0.0214025328362647
32,0.008829155363010543
33,0.07396820022310446
34,0.10357790270022937
35,0.05448533564774549
36,0.23548557774603385
37,0.01854624707008823
38,0.14137932000210496
39,0.023881959368471817
40,0.0632543396074624
41,0.04723577347493002
42,0.15735620899763747
43,0.11829563168767598
44,0.0875385441357025
45,0.07773817514478187
46,0.06594757273081309
47,0.12335099190194698
48,0.16936686994847494
49,0.28001841278486317
50,0.12478153948700843
51,0.04967628469969132
52,0.05816083879871581
53,0.04713058444483531
54,0.09203639704721589
55,0.10203482510111461
56,0.18684835972910974
57,0.009226894784436834
58,0.07134164618486738
59,0.13177356454406897
60,0.06231212390041663
61,0.002585690999978296
62,0.04149191674512909
63,0.032146389382326945
64,0.03526011516373084
65,0.16406941351365412
66,0.06308952919708877
67,0.16680327296873687
68,0.06680483722780717
69,0.18590415620621892
70,0.04223342297510424
71,0.031899668313678076
72,0.07081964235265881
73,0.16899841071470156
74,0.05090303429283838
75,0.015235184299274063
76,0.08250934596587423
77,0.02428468027986308
78,0.009207117112327134
79,0.026352348314959917
80,0.25540932917181336
81,0.16871440633472745
82,0.02983419264212328
83,0.09819901432637279
84,0.012561324309909527
85,0.1938012314527776
86,0.07137077778717704
87,0.16927537269919446
88,0.034849946432417234
89,0.12071622746824073
90,0.018945439917094742
91,0.09207809478401308
92,0.05123961019392942
93,0.19437798003402318
94,0.05564675836853761
95,0.04474548403593581
96,0.009521686680042718
97,0.07152915155693396
98,0.008732411272978191
99,0.13881693276543494
100,0.24526916254113607
101,0.15225019537979512
102,0.12965048554058545
103,0.40102150401529957
104,0.05134454902584651
105,0.057016545760657844
106,0.030255364055334244
107,0.033226975562177685
108,0.19702495704242218
109,0.037129849402270376
110,0.1164101193074919
111,0.04825168018390846
112,0.08990918831101813
113,0.015950125930040526
114,0.06390611796049339
115,0.04675987970172368
116,0.1820377058769782
117,0.13379377593469055
118,0.04062396828218273
119,0.000682390690449064
120,0.053471417990268
121,0.1833267414597104
122,0.08732621407127916
123,0.06909204898192933
124,0.0449041531249339
125,0.11268653540815343
126,0.020231355091315684
127,0.025168665923017586
128,0.05103720537838774
129,0.021534732280579005
130,0.1259082569485791
131,0.018900517820978457
132,0.06625875416962579
133,0.010181961167346931
134,0.10030262416158597
135,0.03372086674772512
136,0.06368047785927844
137,0.0721212409231412
138,0.054828524384816335
139,0.051472800894634685
140,0.06676330712435985
141,0.1529271940701663
142,0.12942646061374385
143,0.03934309944081671
144,0.08736552219461002
145,0.02237029456971218
146,0.036094303142916506
147,0.0313313997936111
148,0.25088986711379613
149,0.16310206532400506
150,0.010345047598954715
151,0.021977115862945484
152,0.14862016282237656
153,0.17852933524900627
154,0.030313782602652495
155,0.03347878344011779
156,0.07351663702906341
157,0.018213907125693263
158,0.05633351491482097
159,0.17873548880166668
160,0.05605410276797007
161,0.03397086467433574
162,0.11788910702673683
163,0.01064359321164865
164,0.04321659801079414
165,0.08403382171305573
166,0.055767063502105696
167,0.04231990980527156
168,0.06785580859202933
169,0.13822630994715146
170,0.12936875635040934
171,0.036957250123425434
172,0.10506410664715005
173,0.03298762227587715
174,0.06732290442343192
175,0.01682166282679154
176,0.06713882608567934
177,0.04411012943958936
178,0.010614785158201023
179,0.06889825123845683
180,0.03662925892638802
181,0.1372046469087701
182,0.06891067331415535
183,0.1126614694762792
184,0.19329737367820776
185,0.07799222382002902
186,0.06852365613204647
187,0.23096971895330654
188,0.04989574912272732
189,0.16716877543664943
190,0.0875207556828086
191,0.050721526037965536
192,0.08807395895836168
193,0.10834860159552595
194,0.0971956032157989
195,0.03374487739628529
196,0.08036871026722048
197,0.13203670390158906
198,0.04604337414110671
199,0.03780468011448923
200,0.012158424239481769
201,0.03074573499618516
202,0.00947107056001073
203,0.027474462029611346
204,0.029808082750619302
205,0.011124654608607565
206,0.170554653752922
207,0.031106618094029703
208,0.036031393934873535
209,0.04417995536078689
210,0.12332015462765789
211,0.08621431412237524
212,0.13603339927506009
213,0.09603951028851232
214,0.07973851955577771
215,0.0792500387085816
216,0.02158479268357205
217,0.17639680658953882
218,0.19532912377707734
219,0.19038880873390474
220,0.08106486545283542
221,0.06162651606786185
222,0.03528524863012228
223,0.06372718358726726
224,0.10378438301944304
225,0.022116321402784966
226,0.047181152739758425
227,0.003054212255578337
228,0.013298244408504467
229,0.030108147258328333
230,0.0252353563638702
231,0.021586794266650333
232,0.02422309353756613
233,0.04880455569503983
234,0.02293208602712038
235,0.1543698762803657
236,0.07851410640830236
237,0.142347545066825
238,0.02005909198481104
239,0.1445118205266076
240,0.020352128486683996
241,0.025351859179258862
242,0.0556895423481395
243,0.1657653753091517
244,0.019864087584048007
245,0.016892009924968643
246,0.0665873980719619
247,0.007779213249969996
248,0.0099526813676033
249,0.03593675266769558
250,0.22493778227113914
251,0.1371527812615081
252,0.011057743182797841
253,0.07891741956192011
254,0.07363702857775178
255,0.1588934248689401
256,0.04351511259126073
257,0.18138096714846752
258,0.022019365219126286
259,0.10127721591854233
260,0.008556999697324486
261,0.09590865901205181
262,0.08804160731703004
263,0.11322570868320359
264,0.03317825681257214
265,0.07783228423214739
266,0.053758873986945344
267,0.07653475049056035
268,0.036115028242863945
269,0.07023258082913364
270,0.18135773013100498
271,0.11922608485289776
272,0.08804605718528757
273,0.2804327436771483
274,0.07685646274074476
275,0.08509393229125384
276,0.05363933395976661
277,0.030979854430761455
278,0.12929169834694554
279,0.003890534516517441
280,0.014822143334257354
281,0.04023093311376613
282,0.14058003825429466
283,0.005075401531102863
284,0.01852236244759775
285,0.04025637417453187
286,0.13120892659460137
287,0.015020411788187471
288,0.0007404905644140536
289,0.03787475759392844
290,0.06706749083790498
291,0.2140888343178774
292,0.11231286994740575
293,0.03175159202441913
294,0.01922916880876613
295,0.07676289142253345
296,0.07151815684140406
297,0.08960981037145199
298,0.0547996582695347
299,0.06780487514515487
300,0.07748501469670899
301,0.03363039549196689
302,0.059263001269817206
303,0.009206670092110958
304,0.06863504340691862
305,0.032615230008551155
306,0.053060003224373986
307,0.04916608193483207
308,0.054041835991538445
309,0.04248307615836289
310,0.03408061082770475
311,0.15481285182238624
312,0.09801008642255893
313,0.06081873577484975
314,0.1323287147079658
315,0.05121987379790127
316,0.03671395392809773
317,0.013472687886957657
318,0.04933418439019133
319,0.045123456830042485
320,0.11139246912769507
321,0.0023252789294909704
322,0.13747474107977387
323,0.1577987042476342
324,0.028170209610483332
325,0.04094693270583816
326,0.023830927116959777
327,0.04991240507056627
328,0.0798815455347468
