,RandomState,VOC,RMSE,MAE,R2
1400,FALSE,49.012,0.147810179,0.114645056,0.179229966
1401,TRUE,49.012,0.198385772,0.1574936,-0.08886017
1402,FALSE,49.012,0.151986691,0.116605057,0.151055423
1403,TRUE,49.012,0.197659263,0.154441763,-0.064794706
1404,FALSE,49.012,0.151428769,0.117039318,0.150610191
1405,TRUE,49.012,0.194062814,0.153367062,-0.077084251
1406,FALSE,49.012,0.149529954,0.11617431,0.180339165
1407,TRUE,49.012,0.196360034,0.153509755,-0.068990132
1408,FALSE,49.012,0.151075853,0.11696353,0.162676897
1409,TRUE,49.012,0.19505786,0.153083268,-0.062339193
1410,FALSE,49.012,0.14768615,0.114763152,0.172411672
1411,TRUE,49.012,0.194384269,0.151750149,-0.053949854
1412,FALSE,49.012,0.148145957,0.114345502,0.16977539
1413,TRUE,49.012,0.198116008,0.154113172,-0.112977545
1414,FALSE,49.012,0.147437741,0.114695402,0.178727403
1415,TRUE,49.012,0.199040448,0.156638916,-0.080355788
1416,FALSE,49.012,0.147333244,0.114059501,0.174998854
1417,TRUE,49.012,0.196131112,0.152989116,-0.063551022
1418,FALSE,49.012,0.147467122,0.115200946,0.180093083
1419,TRUE,49.012,0.191757311,0.15003854,-0.049072891
1420,FALSE,49.012,0.147663306,0.113721901,0.199007744
1421,TRUE,49.012,0.197618646,0.155408859,-0.094926681
1422,FALSE,49.012,0.149783058,0.115881518,0.179985313
1423,TRUE,49.012,0.19503792,0.153086359,-0.058131181
1424,FALSE,49.012,0.149409453,0.114958765,0.170502303
1425,TRUE,49.012,0.191407646,0.150675935,-0.067287121
1426,FALSE,49.012,0.150355102,0.114874155,0.182636194
1427,TRUE,49.012,0.196345392,0.154138161,-0.098104859
1428,FALSE,49.012,0.148264844,0.115400489,0.178776719
1429,TRUE,49.012,0.194080922,0.154261441,-0.091062097
1430,FALSE,49.012,0.148332212,0.115418759,0.161763388
1431,TRUE,49.012,0.195023212,0.154240303,-0.081896144
1432,FALSE,49.012,0.150298399,0.11538943,0.182991192
1433,TRUE,49.012,0.197401103,0.154782983,-0.082432798
1434,FALSE,49.012,0.146051614,0.113313466,0.199184505
1435,TRUE,49.012,0.197301864,0.155034084,-0.097785338
1436,FALSE,49.012,0.147150713,0.113343699,0.190611291
1437,TRUE,49.012,0.198779324,0.15806238,-0.078747746
1438,FALSE,49.012,0.148096649,0.114527761,0.179683243
1439,TRUE,49.012,0.197105305,0.153893462,-0.103106636
1440,FALSE,49.012,0.14931037,0.114689885,0.168830539
1441,TRUE,49.012,0.197042518,0.154462782,-0.101106476
1442,FALSE,49.012,0.148066345,0.114447675,0.180815628
1443,TRUE,49.012,0.197844583,0.154758505,-0.096631537
1444,FALSE,49.012,0.151626515,0.11678721,0.166023083
1445,TRUE,49.012,0.19575286,0.153668775,-0.056534436
1446,FALSE,49.012,0.147255051,0.114015367,0.200074031
1447,TRUE,49.012,0.1941452,0.151777297,-0.072002293
1448,FALSE,49.012,0.146990611,0.112995708,0.207240537
1449,TRUE,49.012,0.198964156,0.157045607,-0.112588782
1450,FALSE,49.012,0.150241924,0.115751602,0.183399451
1451,TRUE,49.012,0.194139169,0.152196795,-0.099459074
1452,FALSE,49.012,0.150356384,0.115814901,0.170237714
1453,TRUE,49.012,0.1948756,0.15490877,-0.10614754
1454,FALSE,49.012,0.148300095,0.114544423,0.181796262
1455,TRUE,49.012,0.196021816,0.153031493,-0.082859257
1456,FALSE,49.012,0.148275151,0.114581335,0.174467329
1457,TRUE,49.012,0.192095222,0.150264814,-0.084396482
1458,FALSE,49.012,0.148152686,0.11493821,0.189135633
1459,TRUE,49.012,0.195973603,0.153318101,-0.075534852
1460,FALSE,49.012,0.148714696,0.115036009,0.165768378
1461,TRUE,49.012,0.191095692,0.149794795,-0.084968433
1462,FALSE,49.012,0.148738078,0.115619739,0.174754771
1463,TRUE,49.012,0.19214676,0.150784738,-0.063433643
1464,FALSE,49.012,0.151437406,0.117414677,0.166816492
1465,TRUE,49.012,0.198187622,0.156693612,-0.073880587
1466,FALSE,49.012,0.148717966,0.114944835,0.187595012
1467,TRUE,49.012,0.192358063,0.152425439,-0.082215824
1468,FALSE,49.012,0.147754618,0.11472219,0.194212811
1469,TRUE,49.012,0.198612303,0.154621545,-0.097160772
1470,FALSE,49.012,0.149851237,0.116083429,0.157345522
1471,TRUE,49.012,0.200362005,0.157723369,-0.09778717
1472,FALSE,49.012,0.152685969,0.117230964,0.14071854
1473,TRUE,49.012,0.196585226,0.15342494,-0.09286935
1474,FALSE,49.012,0.14845086,0.115011985,0.168584884
1475,TRUE,49.012,0.201021795,0.159068329,-0.089810219
1476,FALSE,49.012,0.150858748,0.116357307,0.134872109
1477,TRUE,49.012,0.194718556,0.152545999,-0.10132957
1478,FALSE,49.012,0.153398273,0.117657433,0.149067714
